symbol,fiscal_year,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Write Off,Gain On Sale Of Security,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Earnings From Equity Interest,Total Other Finance Cost,Restructuring And Mergern Acquisition,Earnings From Equity Interest Net Of Tax,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Salaries And Wages,Otherunder Preferred Stock Dividend,Preferred Stock Dividends,Other Special Charges,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Impairment Of Capital Assets,Minority Interests,Net Income Discontinuous Operations,Gain On Sale Of Ppe,Gain On Sale Of Business,Other Taxes,Average Dilution Earnings,Rent Expense Supplemental
XOM,2024-12-31,0.0,0.33,73311000000.0,33680000000.0,23442000000.0,262505000000.0,73311000000.0,49869000000.0,-996000000.0,996000000.0,,33680000000.0,33680000000.0,299595000000.0,,4298000000.0,4295918367.0,7.84,7.84,33680000000.0,33680000000.0,33680000000.0,35063000000.0,35063000000.0,13810000000.0,48873000000.0,10217000000.0,4023000000.0,-996000000.0,996000000.0,,39652000000.0,37090000000.0,,9976000000.0,76742000000.0,262505000000.0,339247000000.0,339247000000.0,,,,,,,9976000000.0,9976000000.0,6194000000.0,,,,826000000.0,,,,,,,,,,,,,-1383000000.0,,,,26288000000.0,,
XOM,2023-12-31,0.0,0.33,74273000000.0,36010000000.0,20641000000.0,250555000000.0,74273000000.0,53632000000.0,-849000000.0,849000000.0,,36010000000.0,36010000000.0,290236000000.0,,4052000000.0,4050618673.0,8.89,8.89,36010000000.0,36010000000.0,36010000000.0,37354000000.0,37354000000.0,15429000000.0,52783000000.0,9171000000.0,2786000000.0,-849000000.0,849000000.0,,44461000000.0,39681000000.0,,9919000000.0,84142000000.0,250555000000.0,334697000000.0,334697000000.0,,,,,,,9919000000.0,9919000000.0,6385000000.0,,,,751000000.0,,,,,714000000.0,,,,,,,,-1344000000.0,,,,29011000000.0,,
XOM,2022-12-31,0.0,0.33,102591000000.0,55740000000.0,24040000000.0,295608000000.0,102591000000.0,78551000000.0,-798000000.0,798000000.0,,55740000000.0,55740000000.0,334647000000.0,,4205000000.0,4203619910.0,13.26,13.26,55740000000.0,55740000000.0,55740000000.0,57577000000.0,57577000000.0,20176000000.0,77753000000.0,14523000000.0,3060000000.0,-798000000.0,798000000.0,,64028000000.0,39039000000.0,,10095000000.0,103067000000.0,295608000000.0,398675000000.0,398675000000.0,,,,,,,10095000000.0,10095000000.0,11463000000.0,,,,1025000000.0,,,,,482000000.0,,,,,,,,-1837000000.0,,,,27919000000.0,,
XOM,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9574000000.0,9574000000.0,,,,,,,,,,786000000.0,,,,,,,,,,,,,,
CVX,2025-12-31,0.0,0.368,41417000000.0,12299000000.0,20457000000.0,128346000000.0,41417000000.0,20960000000.0,-1217000000.0,1217000000.0,,12299000000.0,12299000000.0,167758000000.0,,1856000000.0,1849000000.0,6.63,6.65,12299000000.0,12299000000.0,12299000000.0,12485000000.0,12485000000.0,7258000000.0,19743000000.0,4286000000.0,1286000000.0,-1217000000.0,1217000000.0,,16674000000.0,39412000000.0,,5126000000.0,56086000000.0,128346000000.0,184432000000.0,184432000000.0,,,,,,,,,3000000000.0,,,,29056000000.0,,,,,,,,,,,,,-186000000.0,,,,5230000000.0,,
CVX,2024-12-31,0.0,0.355,45811000000.0,17661000000.0,17711000000.0,136488000000.0,45811000000.0,28100000000.0,-594000000.0,594000000.0,,17661000000.0,17661000000.0,174497000000.0,,1816602000.0,1809583000.0,9.72,9.76,17661000000.0,17661000000.0,17661000000.0,17749000000.0,17749000000.0,9757000000.0,27506000000.0,9183000000.0,4587000000.0,-594000000.0,594000000.0,,18917000000.0,38009000000.0,,4834000000.0,56926000000.0,136488000000.0,193414000000.0,193414000000.0,,,,,,,,,4596000000.0,,,,28459000000.0,,,,,,,,,,,,,-88000000.0,,,,4716000000.0,,
CVX,2023-12-31,0.0,0.276,47815000000.0,21369000000.0,17762000000.0,136522000000.0,47815000000.0,30053000000.0,-469000000.0,469000000.0,,21369000000.0,21369000000.0,170684000000.0,,1880307000.0,1872737000.0,11.36,11.41,21369000000.0,21369000000.0,21369000000.0,21411000000.0,21411000000.0,8173000000.0,29584000000.0,3824000000.0,-1307000000.0,-469000000.0,469000000.0,,26229000000.0,34162000000.0,,4141000000.0,60391000000.0,136522000000.0,196913000000.0,196913000000.0,,,,,,,,,5131000000.0,,,,25801000000.0,,,,,,,,,,,,,-42000000.0,,,,4220000000.0,,
CVX,2022-12-31,0.0,0.283,65485000000.0,35465000000.0,15295000000.0,161735000000.0,65485000000.0,50190000000.0,-516000000.0,516000000.0,,35465000000.0,35465000000.0,195767000000.0,,1940277000.0,1931486000.0,18.28,18.36,35465000000.0,35465000000.0,35465000000.0,35608000000.0,35608000000.0,14066000000.0,49674000000.0,10240000000.0,1655000000.0,-516000000.0,516000000.0,,39950000000.0,34032000000.0,,4312000000.0,73982000000.0,161735000000.0,235717000000.0,235717000000.0,,,,,,,,,8585000000.0,,,,25688000000.0,,,,,,,,,,,,,-143000000.0,,,,4032000000.0,,
PG,2025-06-30,0.0,0.203,23921000000.0,15974000000.0,2847000000.0,41164000000.0,23921000000.0,21074000000.0,-438000000.0,907000000.0,469000000.0,15974000000.0,15974000000.0,63833000000.0,20451000000.0,2454400000.0,2394902549.0,6.51,6.67,15974000000.0,15682000000.0,15974000000.0,16065000000.0,16065000000.0,4102000000.0,20167000000.0,154000000.0,154000000.0,-438000000.0,907000000.0,469000000.0,20451000000.0,22669000000.0,,22669000000.0,43120000000.0,41164000000.0,84284000000.0,84284000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,291000000.0,,,,,0.0,-91000000.0,,,,,291000000.0,
PG,2024-06-30,-270882000.0,0.202,23923000000.0,14879000000.0,2896000000.0,40848000000.0,22582000000.0,19686000000.0,-452000000.0,925000000.0,473000000.0,15949118000.0,14879000000.0,64153000000.0,18545000000.0,2471900000.0,2407605178.0,6.02,6.18,14879000000.0,14595000000.0,14879000000.0,14974000000.0,14974000000.0,3787000000.0,18761000000.0,-673000000.0,668000000.0,-452000000.0,925000000.0,473000000.0,19886000000.0,23305000000.0,,23305000000.0,43191000000.0,40848000000.0,84039000000.0,84039000000.0,-1341000000.0,-1341000000.0,-1341000000.0,,,,,,,,,,,,,,,,,284000000.0,,,,,1341000000.0,-95000000.0,,,,,284000000.0,
PG,2023-06-30,0.0,0.017,21823000000.0,14653000000.0,2714000000.0,42760000000.0,21823000000.0,19109000000.0,-449000000.0,756000000.0,307000000.0,14653000000.0,14653000000.0,63872000000.0,18134000000.0,2483900000.0,2414003295.0,5.9,6.07,14653000000.0,14371000000.0,14653000000.0,14738000000.0,14738000000.0,3615000000.0,18353000000.0,668000000.0,668000000.0,-449000000.0,756000000.0,307000000.0,18134000000.0,21112000000.0,,21112000000.0,39246000000.0,42760000000.0,82006000000.0,82006000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,282000000.0,,,,,0.0,-85000000.0,,,,,282000000.0,
PG,2022-06-30,0.0,0.178,21241000000.0,14742000000.0,2807000000.0,42157000000.0,21241000000.0,18434000000.0,-388000000.0,439000000.0,51000000.0,14742000000.0,14742000000.0,62374000000.0,17813000000.0,2539100000.0,2457000000.0,5.81,6.0,14742000000.0,14461000000.0,14742000000.0,14793000000.0,14793000000.0,3202000000.0,17995000000.0,570000000.0,570000000.0,-388000000.0,439000000.0,51000000.0,17813000000.0,20217000000.0,,20217000000.0,38030000000.0,42157000000.0,80187000000.0,80187000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,281000000.0,,,,,0.0,-51000000.0,,,,,281000000.0,
KO,2025-12-31,3397862.232779,0.178835,18683000000.0,13107000000.0,1050000000.0,17362000000.0,18702000000.0,17652000000.0,-868000000.0,1654000000.0,786000000.0,13091397862.232779,13107000000.0,33030000000.0,13762000000.0,4313000000.0,4303000000.0,3.04,3.05,13107000000.0,13107000000.0,13107000000.0,13137000000.0,13137000000.0,2861000000.0,15998000000.0,1955000000.0,-95000000.0,-868000000.0,1654000000.0,786000000.0,14911000000.0,14633000000.0,,14521000000.0,29544000000.0,18397000000.0,47941000000.0,47941000000.0,19000000.0,19000000.0,-501000000.0,65000000.0,520000000.0,5400000000.0,9121000000.0,8842000000.0,2031000000.0,,16000000.0,,97000000.0,15000000.0,15000000.0,15000000.0,15000000.0,279000000.0,,,10000000.0,,,,1045000000.0,-30000000.0,,,635000000.0,,,
KO,2024-12-31,-373762723.52132,0.18623,17803000000.0,10631000000.0,1075000000.0,18324000000.0,15817000000.0,14742000000.0,-668000000.0,1656000000.0,988000000.0,12264237276.47868,10631000000.0,33039000000.0,9992000000.0,4320000000.0,4309000000.0,2.46,2.47,10631000000.0,10631000000.0,10631000000.0,10649000000.0,10649000000.0,2437000000.0,13086000000.0,-268000000.0,-52000000.0,-668000000.0,1656000000.0,988000000.0,14022000000.0,14715000000.0,,14582000000.0,28737000000.0,18324000000.0,47061000000.0,47061000000.0,-1986000000.0,-1986000000.0,-2301000000.0,34000000.0,315000000.0,5100000000.0,9482000000.0,9196000000.0,1770000000.0,,2246000000.0,,133000000.0,,,,,286000000.0,,,-23000000.0,,,,886000000.0,-18000000.0,,,842000000.0,,,
KO,2023-12-31,-310938000.0,0.174,17394000000.0,10714000000.0,1128000000.0,18520000000.0,15607000000.0,14479000000.0,-620000000.0,1527000000.0,907000000.0,12190062000.0,10714000000.0,32656000000.0,11311000000.0,4339000000.0,4323000000.0,2.47,2.48,10714000000.0,10714000000.0,10714000000.0,10703000000.0,10703000000.0,2249000000.0,12952000000.0,474000000.0,570000000.0,-620000000.0,1527000000.0,907000000.0,13098000000.0,14136000000.0,,13972000000.0,27234000000.0,18520000000.0,45754000000.0,45754000000.0,-1787000000.0,-1787000000.0,-1787000000.0,39000000.0,185000000.0,7609000000.0,254000000.0,,1691000000.0,,1744000000.0,,164000000.0,15000000.0,15000000.0,15000000.0,15000000.0,254000000.0,,,-42000000.0,,,,,11000000.0,,-35000000.0,-35000000.0,,,
KO,2022-12-31,-205073000.0,0.181,14961000000.0,9542000000.0,1260000000.0,18000000000.0,13828000000.0,12568000000.0,-433000000.0,882000000.0,449000000.0,10469927000.0,9542000000.0,30962000000.0,10909000000.0,4350000000.0,4328000000.0,2.19,2.2,9542000000.0,9542000000.0,9542000000.0,9571000000.0,9571000000.0,2115000000.0,11686000000.0,77000000.0,-262000000.0,-433000000.0,882000000.0,449000000.0,12042000000.0,12962000000.0,,12880000000.0,25004000000.0,18000000000.0,43004000000.0,43004000000.0,-1133000000.0,-1133000000.0,-1133000000.0,96000000.0,-496000000.0,7086000000.0,356000000.0,,1472000000.0,,1076000000.0,,82000000.0,,,,,356000000.0,,,-219000000.0,,,,57000000.0,-29000000.0,,,,,,
KO,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135000000.0,,,,,,,,,,,,,,,,,78000000.0,,,,809000000.0,,,
MCD,2025-12-31,,,,,,,,,,,,,,,,716400000.0,712154350.0,11.95,12.024079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD,2024-12-31,-62115000.0,0.205,14251000000.0,8223000000.0,2097000000.0,9560000000.0,13948000000.0,11851000000.0,-1403000000.0,1506000000.0,103000000.0,8463885000.0,8223000000.0,14069000000.0,11712000000.0,721900000.0,715200000.0,11.39,11.497483,8223000000.0,8223000000.0,8223000000.0,8224000000.0,8224000000.0,2121000000.0,10345000000.0,-104000000.0,42000000.0,-1403000000.0,1506000000.0,103000000.0,11851000000.0,2859000000.0,,2412000000.0,14710000000.0,11210000000.0,25920000000.0,25497000000.0,-303000000.0,-303000000.0,-297000000.0,,-6000000.0,,,,157000000.0,,221000000.0,,,447000000.0,447000000.0,,,,,,,,,,,,,-170000000.0,94000000.0,,,4917000000.0
MCD,2023-12-31,-45435000.0,0.195,14094000000.0,8469000000.0,1978000000.0,9335000000.0,13861000000.0,11883000000.0,-1174000000.0,1361000000.0,187000000.0,8656565000.0,8469000000.0,13748000000.0,11647000000.0,732300000.0,722700000.0,11.56,11.718279,8469000000.0,8469000000.0,8469000000.0,8469000000.0,8469000000.0,2053000000.0,10522000000.0,-49000000.0,31000000.0,-1174000000.0,1361000000.0,187000000.0,11747000000.0,2817000000.0,,2435000000.0,14564000000.0,10931000000.0,25495000000.0,25179000000.0,-233000000.0,-233000000.0,-252000000.0,362000000.0,19000000.0,,,,153000000.0,,,,,382000000.0,382000000.0,,,,,,,,,,,,,7000000.0,103000000.0,,,4774000000.0
MCD,2022-12-31,-201083000.0,0.211,11856000000.0,6177000000.0,1871000000.0,8474000000.0,10903000000.0,9032000000.0,-1163000000.0,1207000000.0,44000000.0,6928917000.0,6177000000.0,12837000000.0,9371000000.0,741300000.0,731300000.0,8.33,8.447149,6177000000.0,6177000000.0,6177000000.0,6177000000.0,6177000000.0,1648000000.0,7825000000.0,-1357000000.0,-517000000.0,-1163000000.0,1207000000.0,44000000.0,10345000000.0,2862000000.0,,2492000000.0,13207000000.0,9975000000.0,23182000000.0,22854000000.0,-953000000.0,-953000000.0,-1087000000.0,1010000000.0,134000000.0,,,,113000000.0,,,,,370000000.0,370000000.0,,,,,,,,,,,,,-137000000.0,60000000.0,,,4376000000.0
MCD,2021-12-31,46640800.0,0.173,11912200000.0,7545200000.0,1868100000.0,9104300000.0,12181800000.0,10313700000.0,-1176800000.0,1185800000.0,9000000.0,7322240800.0,7545200000.0,13350200000.0,10356000000.0,,,,,7545200000.0,7545200000.0,7545200000.0,7545200000.0,7545200000.0,1582700000.0,9127900000.0,432300000.0,-14000000.0,-1176800000.0,1185800000.0,9000000.0,9872700000.0,2707500000.0,,2377800000.0,12580200000.0,10642700000.0,23222900000.0,22872800000.0,269600000.0,269600000.0,306600000.0,-285400000.0,-37000000.0,,,,176700000.0,,,,,329700000.0,329700000.0,,,,,,,,,,,,,-75400000.0,96600000.0,,,4608300000.0
TSLA,2025-12-31,-133380000.0,0.27,12258000000.0,3794000000.0,6148000000.0,77733000000.0,11764000000.0,5616000000.0,1342000000.0,338000000.0,1680000000.0,4154620000.0,3794000000.0,89978000000.0,4355000000.0,3526250000.0,3224750000.0,1.08,1.176525,3794000000.0,3794000000.0,3794000000.0,3855000000.0,3855000000.0,1423000000.0,5278000000.0,-913000000.0,-419000000.0,1342000000.0,338000000.0,1680000000.0,4849000000.0,12245000000.0,6411000000.0,5834000000.0,17094000000.0,77733000000.0,94827000000.0,94827000000.0,-494000000.0,-494000000.0,-494000000.0,,,,,,,,494000000.0,,,,,,,,,,,,,,,-61000000.0,,,,,,
TSLA,2024-12-31,-136800000.0,0.2,15392000000.0,7130000000.0,5368000000.0,80240000000.0,14708000000.0,9340000000.0,1219000000.0,350000000.0,1569000000.0,7677200000.0,7130000000.0,89930000000.0,7076000000.0,3216000000.0,3216000000.0,2.04,2.23,7130000000.0,7130000000.0,7130000000.0,7153000000.0,7153000000.0,1837000000.0,8990000000.0,11000000.0,695000000.0,1219000000.0,350000000.0,1569000000.0,7760000000.0,9690000000.0,4540000000.0,5150000000.0,17450000000.0,80240000000.0,97690000000.0,97690000000.0,-684000000.0,-684000000.0,-684000000.0,,,,,,,,684000000.0,,,,,,,,,,,,,,,-23000000.0,,,,,0.0,1003000000.0
TSLA,2023-12-31,0.0,0.21,14796000000.0,14999000000.0,4667000000.0,79113000000.0,14796000000.0,10129000000.0,910000000.0,156000000.0,1066000000.0,14999000000.0,14999000000.0,87882000000.0,8891000000.0,3482750000.0,3173500000.0,4.31,4.725697,14999000000.0,14999000000.0,14999000000.0,14974000000.0,14974000000.0,-5001000000.0,9973000000.0,172000000.0,172000000.0,910000000.0,156000000.0,1066000000.0,8891000000.0,8769000000.0,3969000000.0,4800000000.0,17660000000.0,79113000000.0,96773000000.0,96773000000.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,25000000.0,,,,,0.0,1268000000.0
TSLA,2022-12-31,-14080000.0,0.08,17833000000.0,12583000000.0,3747000000.0,60609000000.0,17657000000.0,13910000000.0,106000000.0,191000000.0,297000000.0,12744920000.0,12583000000.0,67630000000.0,13656000000.0,3475000000.0,3130000000.0,3.62,4.02,12584000000.0,12583000000.0,12583000000.0,12587000000.0,12587000000.0,1132000000.0,13719000000.0,-219000000.0,-43000000.0,106000000.0,191000000.0,297000000.0,13832000000.0,7021000000.0,3075000000.0,3946000000.0,20853000000.0,60609000000.0,81462000000.0,81462000000.0,-176000000.0,-176000000.0,-176000000.0,,,,,,,,176000000.0,,,,,,,,,,,,,,,-4000000.0,,,,,1000000.0,1509000000.0
TSLA,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5000000.0,,,,,,,,,,,,9000000.0,978000000.0
F,2025-12-31,107260000.0,0.31,3292000000.0,-8182000000.0,14135000000.0,185587000000.0,3638000000.0,-10497000000.0,157000000.0,1333000000.0,1490000000.0,-8420740000.0,-8182000000.0,196436000000.0,-9169000000.0,3979000000.0,3979000000.0,-2.06,-2.06,-8182000000.0,-8182000000.0,-8182000000.0,-8162000000.0,-8162000000.0,-3668000000.0,-11830000000.0,-2818000000.0,-20000000.0,157000000.0,1333000000.0,1490000000.0,-9169000000.0,10849000000.0,,10849000000.0,1680000000.0,185587000000.0,187267000000.0,187267000000.0,346000000.0,346000000.0,,,346000000.0,,,,-3144000000.0,,,,,,,,,,,,,,,,,-20000000.0,,,,,,
F,2024-12-31,-7770000.0,0.185,14278000000.0,5879000000.0,5867000000.0,169486000000.0,14236000000.0,8369000000.0,404000000.0,1136000000.0,1540000000.0,5913230000.0,5879000000.0,179773000000.0,5219000000.0,4021000000.0,3978000000.0,1.46,1.48,5879000000.0,5879000000.0,5879000000.0,5894000000.0,5894000000.0,1339000000.0,7233000000.0,1610000000.0,896000000.0,404000000.0,1136000000.0,1540000000.0,5219000000.0,10287000000.0,,10287000000.0,15506000000.0,169486000000.0,184992000000.0,184992000000.0,-42000000.0,-42000000.0,,,-42000000.0,,,,756000000.0,,,,,,,,,,,,,,,,,-15000000.0,,,,,,
F,2023-12-31,-43050000.0,0.21,12013000000.0,4347000000.0,6523000000.0,160031000000.0,11808000000.0,5285000000.0,249000000.0,1318000000.0,1567000000.0,4508950000.0,4347000000.0,170733000000.0,5458000000.0,4041000000.0,3998000000.0,1.08,1.09,4347000000.0,4347000000.0,4347000000.0,4329000000.0,4329000000.0,-362000000.0,3967000000.0,-1740000000.0,-1958000000.0,249000000.0,1318000000.0,1567000000.0,5458000000.0,10702000000.0,,10702000000.0,16160000000.0,160031000000.0,176191000000.0,176191000000.0,-205000000.0,-205000000.0,0.0,,-205000000.0,,,,423000000.0,,,,,,,,,,,,,,,,,18000000.0,,,,,,
F,2022-12-31,-2150148000.0,0.286,12277000000.0,-1981000000.0,6493000000.0,140893000000.0,4759000000.0,-1734000000.0,-643000000.0,1282000000.0,639000000.0,3386852000.0,-1981000000.0,151781000000.0,6276000000.0,4014000000.0,4014000000.0,-0.49,-0.49,-1981000000.0,-1981000000.0,-1981000000.0,-2152000000.0,-2152000000.0,-864000000.0,-3016000000.0,-8649000000.0,1899000000.0,-643000000.0,1282000000.0,639000000.0,6276000000.0,10888000000.0,,10888000000.0,17164000000.0,140893000000.0,158057000000.0,158057000000.0,-7518000000.0,-7518000000.0,-121000000.0,,-7518000000.0,,,,-3030000000.0,,,,,,,,,,,,121000000.0,,,,,171000000.0,,,,,,
F,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1702000000.0,,,,,,,,,,,,,,,,,,1702000000.0,,,,,,,,,,,
VZ,2025-12-31,82064000.0,0.223,47347000000.0,17174000000.0,18349000000.0,56765000000.0,47715000000.0,29366000000.0,-6365000000.0,6694000000.0,329000000.0,16888064000.0,17174000000.0,108932000000.0,29259000000.0,4231000000.0,4226000000.0,4.06,4.06,17174000000.0,17174000000.0,17174000000.0,17608000000.0,17608000000.0,5064000000.0,22672000000.0,-222000000.0,-590000000.0,-6365000000.0,6694000000.0,329000000.0,29259000000.0,52167000000.0,,33818000000.0,81426000000.0,56765000000.0,138191000000.0,138191000000.0,368000000.0,368000000.0,368000000.0,,,,,,0.0,,,,,18349000000.0,18349000000.0,,,,,,-368000000.0,,,,0.0,-434000000.0,,,,,,
VZ,2024-12-31,84315000.0,0.219,47135000000.0,17506000000.0,17892000000.0,54097000000.0,47520000000.0,29628000000.0,-6313000000.0,6649000000.0,336000000.0,17205315000.0,17506000000.0,106102000000.0,28686000000.0,4223000000.0,4218000000.0,4.14,4.15,17506000000.0,17506000000.0,17506000000.0,17949000000.0,17949000000.0,5030000000.0,22979000000.0,606000000.0,274000000.0,-6313000000.0,6649000000.0,336000000.0,28686000000.0,52005000000.0,,34113000000.0,80691000000.0,54097000000.0,134788000000.0,134788000000.0,385000000.0,385000000.0,385000000.0,,,,,,-53000000.0,,,,,17892000000.0,17892000000.0,,,,,,-385000000.0,,,,0.0,-443000000.0,,,,,,
VZ,2023-12-31,-1593420615.764997,0.287985,45668000000.0,11614000000.0,17624000000.0,54887000000.0,40135000000.0,22511000000.0,-5170000000.0,5524000000.0,354000000.0,15553579384.235003,11614000000.0,105256000000.0,22877000000.0,4215000000.0,4211000000.0,2.75,2.76,11614000000.0,11614000000.0,11614000000.0,12095000000.0,12095000000.0,4892000000.0,16987000000.0,-6561000000.0,-975000000.0,-5170000000.0,5524000000.0,354000000.0,28718000000.0,50369000000.0,,32745000000.0,79087000000.0,54887000000.0,133974000000.0,133974000000.0,-5533000000.0,-5533000000.0,-5533000000.0,,,,,,-53000000.0,,,,,17624000000.0,17624000000.0,,,,,,-308000000.0,,,,5841000000.0,-481000000.0,,,,,,
